cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
37;16806;michael kearns and ming li.;;learning in the presence of malicious errors.;;in proceedings of the twentieth annual acm symposium on theory of computing,;chicago, illinois,;;1988.;;;;may;kearns1988
37;16810;michael kearns and ming li.;;learning in the presence of malicious errors.;;in proceedings of the 20 th annual acm symposium on theory of computing,;chicago, illinois,;;1988.;;;;may;kearns1988
37;16811;michael kearns and ming li.;;learning in the presence of malicious errors.;;in proceedings of the twentieth annual acm symposium on theory of computing,;chicago, illinois,;;1988.;;;;may;kearns1988
37;16812;michael kearns and ming li.;;learning in the presence of malicious errors.;;in proceedings of the twentieth annual acm symposium on theory of computing,;chicago, illinois,;;1988.;pages 267-280,;;;may;kearns1988
64;16903;michael kearns and robert e. shapire.;;efficient distribution-free learning of probabilistic concepts.;;in proceedings of the 31st symposium on foundation of computer science,;;;1990.;;;;october;kearns1990c
64;16904;michael kearns and robert schapire.;;efficient distribution-free learning of probabilistic concepts.;;proceedings of ieee symposium on foundations of computer science,;;;1990.;;;;october,;kearns1990c
67;17162;michael kearns and satinder singh.;;finite-sample convergence rates for q-learning and indirect algorithms.;;in neural information processing systems 12.;;mit press, (to appear),;1999.,;;;;kearns1999a;kearns1998
73;17042;michael kearns and umesh vazarani.;;an introduction to computational learning theory.;;;com-bridge, massachusetts,;the mit press,;1994.;;;;;kearns1994b
76;17146;michael kearns and yishay mansour.;;on the boosting ability of top-down decision tree learning algorithms.;;in proceedings of the twenty-eighth annual acm symposium on the theory of computing,;;;1996.;;;;;kearns1996b
76;17147;michael kearns and yishay mansour.;;on the boosting ability of top-down decision tree learning algorithms.;;in proceedings of the twenty-eighth annual acm symposium on the theory of computing,;;;1996.;;;;;kearns1996b
76;17149;michael kearns and yishay mansour.;;on the boosting ability of top-down decision tree learning algorithms.;;proceedings of the 28th annual acm symposium on the theory of computing,;;acm press,;1996.;pages 459-468,;;;;kearns1996b
52;16758;michael kearns, ming li, lenny pitt and leslie g. valiant.;;on the learnability of boolean formulae.;;in proceedings of the 19th annual acm symposium on theory of computing,;;;1987.;pages 285-295,;;;;kearns1987
52;16755;michael kearns, ming li, leonard pitt, and leslie valiant.;;on the learnability of boolean formulae.;;in proceedings of the 19th symposium on the theory of computations,;new york,;;1987.;pages 285-295,;;;may;kearns1987
52;16759;michael kearns, ming li, leonard pitt, and leslie valiant.;;on the learnability of boolean formulae.;;in proceedings of the nineteenth annual acm symposium on theory of computing,;;;1987.;pages 285-295,;;;may;kearns1987
52;16765;michael kearns, ming li, leonard pitt, and leslie valiant.;;on the learnability of boolean formulae.;;in proceedings of the nineteenth annual acm symposium on theory of computing,;;;1987.;pages 285-295,;;;may;kearns1987
52;16770;michael kearns, ming li, leonard pitt, and leslie valiant.;;on the learnability of boolean formulae.;;in proceedings of the nineteenth annual acm symposium on theory of computing,;new york, new york,;;1987.;pages 285-295,;;;may;kearns1987
52;16772;michael kearns, ming li, leonard pitt, and leslie valiant.;;on the learnability of boolean formulae.;;in proceedings of the nineteenth annual acm symposium on theory of computing,;new york, new york,;;1987.;pages 285-295,;;;may;kearns1987
52;16779;michael kearns, ming li, leonard pitt, and leslie valiant.;;on the learnability of boolean formulae.;;in proceedings of the nineteenth annual acm symposium on theory of computing,;new york, new york,;;1987.;pages 285-295,;;;may;kearns1987
52;16780;michael kearns, ming li, leonard pitt, and leslie valiant.;;on the learnability of boolean formulae.;;in proceedings of the 19th symposium on the theory of computations,;new york,;;1987.;pages 285-295,;;;may;kearns1987
52;16787;michael kearns, ming li, leonard pitt, and leslie valiant.;;recent results on boolean concept learning.;university of california, irvine,;in proceedings of the fourth international workshop on machine learning,;;;1987.;pages 337-352,;;;june,kearns1987b;kearns1987b
82;17127;michael kearns, yishay mansour, andrew y. ng, and dana ron.;;an experimental and theoretical comparison of model selection methods.;;in proceedings of the eighth annual conference on computational learning theory,;;;1995.;;;;32;kearns1995b
75;17012;michael kearns, yishay mansour, dana ron, ronitt rubinfeld, robert e. schapire, and linda sellie.;;on the learnability of discrete distributions (extended abstract).;;proc. of the 26th ann. acm symp. on theory of computing,;;;1994.;pages 273-282,;;;;kearns1994a
75;17013;michael kearns, yishay mansour, dana ron, ronitt rubinfeld, robert e. schapire, and linda sellie.;;on the learnability of discrete distributions (extended abstract).;;proc. of the 26th ann. acm symp. on theory of computing,;;;1994.;pages 273-282,;;;10;kearns1994a
14;16973;michael kearns.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the twenty-fifth annual acm symposium on the theory of computing,;;;1993.;pages 392-401,;;;;kearns1993b
14;16978;michael kearns.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the 25 th annual acm symposium on the theory of computing,;san diego,;;1993.;pages 392-401,;;;;kearns1993b
14;16979;michael kearns.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the twenty-fifth annual acm symposium on theory of computing,;;;1993.;;;;;kearns1993b
14;16985;michael kearns.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the twenty-fifth annual acm symposium on the theory of computing,;;;1993.;pages 392-401,;;;;kearns1993b
14;16986;michael kearns.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the twenty-fifth annual acm symposium on theory of computing,;;;1993.;pages 392-401,;;;;kearns1993b
14;16992;michael kearns.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the twenty-fifth annual acm symposium on theory of computing,;;;1993.;pages 392-401,;;;may;kearns1993b
14;16994;michael kearns.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the twenty-fifth annual acm symposium on the theory of computing,;;;1993.;;;;may;kearns1993b
14;16995;michael kearns.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the 25 th annual acm symposium on the theory of computing,;san diego,;;1993.;pages 392-401,;;;;kearns1993b
14;17003;michael kearns.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the 25 th annual acm symposium on the theory of computing,;san diego,;;1993.;pages 392-401,;;;;kearns1993b
14;17004;michael kearns.;;efficient noise-tolerant learning from statistical queries.;;in proceedings of the 25th annual acm symposium on theory of computing,;;;1993.;pages 392 - 352,;;;;kearns1993b
72;16813;michael kearns.;;thoughts on hypothesis boosting.;;(unpublished),;;;1988.;;;;december;kearns1988b
68;16867;michael kearns.;;the computational complexity of machine learning.;;;;mit press,;1990.;;;;;kearns1990
68;16868;michael kearns.;;the computational complexity of machine learning.;;;;mit press,;1990.;;;;;kearns1990
68;16869;michael kearns.;;the computational complexity of machine learning.;;;;mit press,;1990.;;;;;kearns1990
68;16870;michael kearns.;;the computational complexity of machine learning.;;;;mit press,;1990.;;;;;kearns1990
68;16880;michael kearns.;;the computational complexity of machine learning.;harvard university center for research in computing technology,;phd thesis,;;;1989.;;;;may;kearns1990
12;17140;michael kearns.;volume 8,;a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.;;in advances in neural information processing systems,;;mit press,;1996.;pages 183-189.;;;;kearns1996a
330;16172;n. cesa-bianchi, y. freund ,d. haussler, d. p. helmbold, r. e. schapire, and m. k. warmuth.;;how to use expert advice.;univ. of calif. computer research lab,;technical report ucsc-crl-94-33,;santa cruz, ca,;;1994.;;;an extended abstract appeared in stoc 93.;;cesa
346;16177;n. cesa-bianchi, y. freund,;;d.p. helmbold, and m.k. warmuth. on-line prediction and conversion strategies.;;machine learning,;;;1996.;;;to appear.;;cesa
330;16169;n. cesa-bianchi, y. freund, d. haussler, d. p. helmbold, r. e. schapire, and m. k. warmuth,;;how to use expert advice;ucsc-crl-94-33, university of california, santa cruz,;tech. rep.;;;1994.;;;;;cesa
330;16171;n. cesa-bianchi, y. freund, d. haussler, d. p. helmbold, r. e. schapire, and m. k. warmuth,;;how to use expert advice,;ucsc-crl-94-33, university of california, santa cruz,;tech. rep.;;;1994.;;;;;cesa
330;16181;n. cesa-bianchi, y. freund, d. haussler, d. p. helmbold, r. e. schapire, and m. k. warmuth,;vol. 44,;how to use expert advice,;;journal of the acm,;;;1997.;pp. 427-485,;;;;cesa
330;16182;n. cesa-bianchi, y. freund, d. haussler, d. p. helmbold, r. e. schapire, and m. k. warmuth,;vol. 44,;how to use expert advice,;;journal of the acm,;;;1997.;pp. 427-485,;;;;cesa
330;16130;n. cesa-bianchi, y. freund, d. haussler, d.p. helmbold, r.e. schapire, and m. k. warmuth.;;how to use expert advice.;;in proceedings of the 25th annual acm symposium on the theory of computing,;;;1993.;pages 382-391,;;;;cesa
330;16129;n. cesa-bianchi, y. freund, d. haussler, d.p. helmbold, r.e. schapire, m. k. warmuth.;;how to use expert advice.;;proceedings of the 24th annual acm symposium on theory of computing (stoc).;;;1993.;;;;;cesa
341;16165;n. cesa-bianchi, y. freund, d. helmbold, and m.k. warmuth.;;on-line prediction and conversion strategies.;;the 1993 ima european conference on computational learning theory,;;;1993.;;;;;cesa
330;16139;n. cesa-bianchi, y. freund, d. helmbold, d. haussler, r. schapire, and m.;;war muth. how to use expert advice.;;in proceedings of the eighteenth annual acm symposium on theory of computing,;san diego, ca,;;1993.;pages 382-391,;;;may;cesa
330;16123;n. cesa-bianchi, y. freund, d. helmbold, d. haussler, r. schapire, and m. k. warmuth.;;how to use expert advice.;;in proceedings of the twenty-fifth annual acm symposium on the theory of computing,;;morgan kaufmann,;1993.;pages 382-391.;;to appear in journal of the association for computing machinery.;;cesa
330;16136;n. cesa-bianchi, y. freund, d. helmbold, d. haussler, r. schapire, and m. warmuth.;;how to use expert advice.;;in proceedings of the twenty fifth annual acm symposium on theory of computing,;san diego, ca, may 1993.;acm press.;;pages 382-391,;;;;cesa
330;16149;n. cesa-bianchi, y. freund, d. helmbold, d. haussler, r. schapire, and m. warmuth.;;how to use expert advice.;;in proceedings of the eighteenth annual acm symposium on theory of computing,;san diego, ca,;;1993.;pages 382-391,;;;may;cesa
346;16166;n. cesa-bianchi, y. freund, d. p. helm-bold, and m. warmuth.;;on-line prediction and conversion strategies.;;in computational learning theory: eurocolt 93, volume new series number 53 of the institute of mathematics and its applications confer--ence series,;oxford, 1994.;oxford university press.;;pages 205-216,;;;;cesa
346;16175;n. cesa-bianchi, y. freund, d. p. helmbold, and m. k. warmuth,;vol. 25,;on-line prediction and conversion strategies,;;machine learning,;;;1996.;pp. 71-110,;;;;cesa
346;16176;n. cesa-bianchi, y. freund, d. p. helmbold, and m. k. warmuth.;;on--line prediction and conversion strategies.;;machine learning,;;;1995.;;;to appear, an extended abstract appeared in eurocolt `93.;;cesa
346;16156;n. cesa-bianchi, y. freund, d. p. helmbold, and m. warmuth.;;on-line predic tion and conversion strategies.;;in computational learning theory: eurocolt 93, volume new series number 53 of the institute of mathematics and its applications conference series,;oxford, 1994.;oxford university press.;;pages 205-216,;;;;cesa
346;16157;n. cesa-bianchi, y. freund, d. p. helmbold, and m. warmuth.;;on-line prediction and conversion strategies.;;in computational learning theory: eurocolt 93, volume new series number 53 of the institute of mathematics and its applications conference series,;oxford, 1994.;oxford university press.;;pages 205-216,;;;;cesa
346;16162;n. cesa-bianchi, y. freund, d. p. helmbold, and m. warmuth.;eu-rocolt 93,;on-line prediction and conversion strategies.;;in computational learning theory:;oxford, 1994.;oxford university press.;;pages 205-216,;;;;cesa
346;16164;n. cesa-bianchi, y. freund, d. p. helmbold, and m. warmuth.;;on-line prediction and conversion strategies.;;in computational learning theory: eurocolt 93, volume new series number 53 of the institute of mathematics and its applications conference series,;oxford, 1994.;oxford university press.;;pages 205-216,;;;;cesa
330;16131;n. cesa-bianchi, y. freund, d. p. helmbold, d. haus-sler, r. e. schapire, and m. k. warmuth.;;how to use expert advice.;;in acm symp. on the theory of computing,;;;1995.;pages 382-391,;;;;cesa
